MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"H4101156","Gorgeous 3 Bedroom/2 bathroom with single car garage in mature neighbourhood. This house has been renovated top to bottom in 2013. Carpet free; Hardwood, Ceramics and Parquet all Bedrooms. Gorgeous kitchen with granite countertop, island, glass backsplash, pot and pan drawers, lazy Susan cabinet and 3 new stainless steel appliances. 2 new bathrooms, main with double vanities. All New windows except ones in basement and New Bay window in the living room, upgraded new lighting fixtures, new baseboards throughout, pot lights/dimmer and crown moulding. Walk out to deck through sliders from dining room. New siding. Partially finished basement with New gas fireplace; Walk out to deck, fully fenced backyard,  BBQ gas line (2013), Matures trees and Large wooden shed; New 100 Amp Electrical panel, New Siding (2013), Ample of storage space in the basement;  Our Lady of Lourdes primary school; Walking distance to Resurrection Catholic Secondary School; Close to all amenities. (27061530)","2","3","1251.0000","House",,"7 INADALE Court|Kitchener, Ontario N2M2Z7","-80.536954","43.442423","N2M2Z7",,"$699,900 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer & Dryer",,"Full (Finished)","Forced air (Natural gas)","110.45 x 50.02 x 108.41 x 50.12|under 1/2 acre","Public Transit, Schools","$3,255","RESIDENTIAL","https://cdn.realtor.ca/listing/TS637520080780270000/reb14/highres/6/h4101156_1.jpg"
"40084859","Wow! Wow! Wow! This fresh and sunny home is professionally decorated and move-in ready, featuring 9' ceilings on 2 full levels. Located in the highly sought after Mary Allen neighbourhood, and steps from the ION transit, Belmont Village, Vincenzos, Uptown Waterloo, and Iron Horse trail. A small but quaint backyard with little to no maintenance, allows you to come and go as you please, or space for a hot tub to have your own private sanctuary. Roof re-shingled, windows replaced and new plumbing in the last 5 years. A must see! (63045066)","2","3 + 0",,"House",,"235 HERBERT Street|Waterloo, Ontario N2J1V1","-80.51468727","43.4603754","N2J1V1",,"$599,800 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Window Coverings",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Schools, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637520061440500000/reb16/highres/9/40084859_1.jpg"
"40084582","Built by Carey Homes this stunning Clair Hills home has just about every upgrade offered. The open concept main floor features a Kitchen with Maple Cabinets with under mount lighting, a 7 foot island with Caesar stone quartz waterfall counter top. In the Living room there is a stone clad gas fireplace with an oak mantle. Two sliding doors to the rear yard give the impression of a wall of glass. A formal Dining Room and a 2 piece powder room with floating cabinetry and a vessel sink complete the main floor. Hardwood flooring throughout the main floor. Upstairs the generous Master suite is highlighted by it's spa grade 5 piece En-suite bath, a Walk-in closet with built-ins and a window bench with custom cushion. The second bedroom also has its own 4 piece En-suite. Laundry facilities are also available on the second floor. On the newly finished lower level you will find a large 3rd Bedroom/Rec Room and a 3 piece bath. All top of the line appliances are included. Backs on to zoned Open Space. Excellent school zone and just seconds from all the amenities of the Boardwalk. This home is a must see. (63044649)","4","2 + 1",,"House",,"615 MONTPELLIER DRIVE Drive Unit# B|Waterloo, Ontario N2T0B2","-80.578015","43.448717","N2T0B2",,"$699,000 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Water softener, Washer, Range - Gas, Hood Fan, Wine Fridge",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Public Transit, Schools, Shopping",,"R5","https://cdn.realtor.ca/listing/TS637520025717630000/reb16/highres/2/40084582_1.jpg"
"40081992","Westmount neighbourhood has long been one of the most sought after areas in KW and it isn't hard to see why. Beautiful tree lined streets, character filled homes with large lots, close access to UpTown Waterloo, Westmount Golf and Country Club, excellent schools, and so much more make this community truly special. 201 John Street West offers an opportunity to call Westmount home. This 1,050 square foot raised bungalow is nestled on a mature lot and boasts cherished character and thoughtful updates throughout. An attractive front facade gives a great first impression and upon entering the home you will notice a large foyer and hardwood floors. The spacious front living room is flooded with natural light and showcases a wood burning fireplace and incredible floor to ceiling custom built-in shelves. The entire space feels bright and airy. Your dining area and well appointed kitchen offer an impressive amount of space to entertain, cook, and dine. The dining area includes a large butler style sideboard with upper cabinetry and built-in wine storage. A stunning white kitchen combines both trendy updates and classic touches. A chef's dream, you will find white shaker cabinets, upgraded stainless appliances with gas range, quartz counters, and tiled backsplash. This stylish space flows outdoors to a generous sized raised deck. The master suite includes wall to wall built-in closets and overlooks the rear yard. Make your way to the lower level of this home which includes a large rec room with walk-out, and stunning stone fireplace; expansive laundry suite, 4 piece bathroom, and potential 2nd bedroom/den/home office. A peaceful rear yard awaits with mature trees, vegetable gardens, garden shed, and plenty of privacy. (63035438)","2","1 + 1",,"House",,"201 JOHN Street W|Waterloo, Ontario N2L1C6","-80.52969647","43.45304563","N2L1C6",,"$749,900 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Hood Fan",,"Full (Finished)","Forced air, (Natural gas)","0|under 1/2 acre","Golf Nearby, Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637517808912200000/reb16/highres/2/40081992_1.jpg"
"40084054","For Full Details Click More Information - Prime Uptown Waterloo area. Charming legal duplex bungalow. Deep private lot. 5 beds  2 upper, 3 lower. 2-4pc baths. 2 kitchens. 2 laundry. Workshop. Furnace, A/C (2010). Roof (2013). Separate entrances. Dual street access. Parking - 5. Uses - investment, single family or development. Many options. - For Full Details Click More Information (63036162)","2","2 + 3",,"House",,"30 MENNO Street|Waterloo, Ontario N2L2A7","-80.52740904","43.46155479","N2L2A7",,"$699,900 ","Single Family","2","Freehold","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Water softener, Washer, Microwave Built-in",,"Full (Finished)","Forced air","under 1/2 acre","Airport, Golf Nearby, Hospital, Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"R4","https://cdn.realtor.ca/listing/TS637517487007070000/reb20/highres/4/40084054_1.jpg"
"40079369","An Awesome Semi on Court location in Laurelwood! THE LOCATION IS DESIRABLE AND THE LOT IS AMAZING! It is a  greenbelt lot with view of Pond, Greenbelt and Evening Sunsets. This custom designed 2 bedroom  bungalow Semi was designed for the present owners and offers many unique features.The open concept main floor features, soaring high vaulted ceilings in and kitchen/dinette area and great room with gas fireplace, a kitchen with breakfast island, appliances and lots of built-ins and counterspace that will certainly appeal to any Cook of the family and a great place to entertain guests. There is walkout from the dinette to a private deck and  the yard is fenced and overlooks the massive greenspace.The master bedroom is spacious  with Tray ceiling and offers a walk in closet and ensuite bath with  jetted tub and  a second bedroom that would be a great home office, plus a second 3pc. bath.There is a main floor laundry but a second laundry room was added in the lower level. The basement is partially finished and features lots of windows, loads of storage area, cold cellar and room to add extra bedrooms in the partially finished basement. Roof replaced in 2018 and there is a shed. Just steps away from much sought after High School and Elementary schools. Close to shopping mall, bus stop,YMCA Public library, UW and just a short walk to Laurel Creek Conservation area where you can hike, swim and canoe. Must be seen ! (63031112)","2","2 + 0","1200.0000","House",,"237 BUTTERCUP Court|Waterloo, Ontario N2V2W8","-80.59794812","43.47436133","N2V2W8",,"$649,900 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Hood Fan, Window Coverings",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Airport, Golf Nearby, Hospital, Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"Resendial","https://cdn.realtor.ca/listing/TS637517415582870000/reb16/highres/9/40079369_1.jpg"
"X5157747","Desirable Lincoln Heights. Newer Roof, Furnace, Ac In The Last 3 Years. 4 Bed 3 Bath Carpet Free Raised Bungalow Is Finished From Top To Bottom Quick Access To Highway, Schools, Shopping, 2 Universities Uptown Waterloo Parks, And Trails. Main Level Is Bright Features Hardwood Flooring. Dining Room Is Open Eat-In Kitchen With Tons Of Counter Space, Cabinetry, And Storage With A Full Wall Pantry. Down The Hall 3 Generous Sized Bedrooms.**** EXTRAS **** 5 Piece Family Bathroom That Has Been Beautifully Updated. Master Bedroom Retreat On A Level Of Its Own With No Shortage Of Storage And A Little Convenient 2 Piece Bath. Lower Level Has 2 Walkouts,3 Piece Bathroom That Has Been Remodeled, (28107123)","3","4",,"House",,"223 WINFIELD AVE|Waterloo, Ontario N2J3M8","-80.5115047","43.4793797","N2J3M8",,"$678,000 ","Single Family","3","Freehold",,,"Full (Finished)","Forced air (Natural gas)","59 FT",,"$3,828.52",,"https://cdn.realtor.ca/listing/TS637516859402000000/reb86/highres/7/x5157747_1.jpg"
"40081505","Attention first time home buyers and Investors. great sought-after neighbourhood in the Moorings of Eastbridge. Offering approximately 2,000 square feet of living space on all three levels. The layout is excellent for family enjoyment and entertaining. starting with a living room that leads into the kitchen and the dining area looking into the backyard through the walk out sliding doors. Upstairs features a large comfortable master bedroom with a walk-in closet that affords you ample space.  Also upstairs are two more spacious bedrooms. The basement has an updated full 3-piece bathroom and open living area that is ready to define. Three bathrooms in this home is truly a bonus. A great single garage with lots of upper storage. This home is located in an awesome neighbourhood only a few minutes from Conestoga mall, Grey Silo golf course, several walking and hiking trails, schools as well easy access to major travel routes. (63028688)","3","3 + 0",,"House",,"468-A HARBOUR VIEW Crescent|Waterloo, Ontario N2K4A3","-80.50986656","43.50747858","N2K4A3",,"$575,000 ","Single Family","3","Freehold","Central Vacuum, Dryer, Refrigerator, Stove, Water softener, Washer",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Golf Nearby, Public Transit, Schools",,"RES","https://cdn.realtor.ca/listing/TS637516732168830000/reb16/highres/5/40081505_1.jpg"
"40061924","Desirable Lincoln Heights Gem This one checks all the boxes with Newer Roof, Furnace, AC in the last 3 years. This 4 bed 3 bath carpet free raised bungalow is finished from top to bottom and perfect for a growing family! Quick access to highway, schools, shopping, 2 universities uptown waterloo parks, and trails.  The Covered front porch is perfect to greet your guests. The main level is bright and inviting and features hardwood flooring. The Living Room has charming views of the front garden and mature tree-lined streetscapes. Dining room is open to the spacious eat-in kitchen with tons of counter space, cabinetry, and storage with a wall  of pantry. Just a few steps down the hall you will find 3 generous sized bedrooms and the 5 piece family bathroom that has been beautifully updated with newer vanity, stone countertop, and undermount double sinks and is a great size. The Master bedroom retreat is on a level of its own with no shortage of storage and little convenient 2 piece bath. The lower level has 2  walkouts offering tons of natural light. Walkout to an amazing mature backyard with trees to offer soft shade in the summer. Head back inside to the lower level and get cozy with your own gas fireplace and beautiful stone surround features. The basement bathroom has been remodeled in modern finishes. This level is finished with laundry and loads of storage. 223 Winfield Ave is move-in ready! (63009064)","3","4 + 0","1668.9000","House",,"223 WINFIELD Avenue|Waterloo, Ontario N2J3M8","-80.51154725","43.47929533","N2J3M8",,"$678,000 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer",,"Full (Finished)","Forced air","under 1/2 acre","Place of Worship, Playground, Public Transit, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637516725426270000/reb16/highres/4/40061924_1.jpg"
"40083522","Dont miss your chance to own this spotless, well maintained family home in quiet neighbourhood. The bright main floor showcases the open concept layout with Hardwood and tile flooring. Spacious kitchen with raised breakfast bar, looking onto dining room & family room with sliding doors to 2- tiered deck & fully fenced yard. Convenient laundry/mudroom & 2-piece bathroom complete the main floor. Upstairs you will find a bonus family room  great for entertaining or work from home office. Master bedroom with ensuite bath and two generous sized walk-in closets. Two additional good size bedrooms and 4- piece family bathroom. Lower level is ready to create your own personalized layout for rec room, bedroom and has rough in for bathroom. Concrete driveway and patio gives this beauty great curb appeal. Major updates complete- ROOF, FURNACE, AIR CONDITIONING. Incredible location- Mere minutes from schools, parks and trails, transit, shopping at the Boardwalk & Costco, restaurants, gym, & nightlife. (63030260)","3","3 + 0",,"House",,"352 SAUVE Crescent|Waterloo, Ontario N2T2Y8","-80.57637081","43.45009706","N2T2Y8",,"$749,900 ","Single Family","2","Freehold","Central Vacuum, Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Window Coverings",,"Full (Unfinished)","Forced air, (Natural gas)","0|under 1/2 acre","Beach, Golf Nearby, Hospital, Park, Place of Worship, Playground, Public Transit, Schools, Shopping, Ski area",,"RES","https://cdn.realtor.ca/listing/TS637516696280870000/reb16/highres/2/40083522_1.jpg"
"40081110","In this new world of so many restrictions, seeing friends and family will be made EASY in this fully finished home with TWO outdoor entertaining areas! This open concept home features 9ft ceilings, a walkout basement, no rear neighbours & updates galore including all new 100% waterproof Luxury Vinyl Plank (LVP) flooring and trim through out main level. The eat-in kitchen features quartz countertops, new hardware and offers maple shaker cabinetry, a large centre island with eat up breakfast bar, built in microwave (2021) and dishwasher (2018), stove/oven (2020) and double door stainless steel fridge (2018). The living room boasts a gas fireplace w/herringbone tile design and custom built-ins on either side plus it's wired for surround sound! Walkout to the upper deck with glass panel railings & take in the views of the large beautifully landscaped, fully fenced yard. Included is your outdoor kitchen featuring Napoleon PRO BBQ with granite counter tops and faux stone face, perfect for entertaining! The shed/workshop has a poured foundation w/electricity run to it.  Upper level offers two secondary bedrooms, an updated 4pc main bathroom, laundry room & the impressive primary bedroom which boasts cathedral ceilings, walk-in closet & a fully renovated 3pc ensuite which features an oversized walk-in glass shower with subway style tiling and double shower heads, new vanity with quartz countertop, lighting and LVP flooring! The bright fin. walkout basement offers a full 4pc bath, bar/serving area w/beverage fridge, rec room with walkout to outdoor patio bar, w/keg fridge and hot tub!  This home is located in a highly desirable neighbourhood close to excellent schools, parks, trails, Grey Silo Golf Course, Conestoga Mall, the LRT & expressway! (63026655)","4","3 + 0",,"House",,"737 GRAND BANKS Drive|Waterloo, Ontario N2K4N2","-80.49841063","43.512875","N2K4N2",,"$737,000 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer, Microwave Built-in, Hot Tub",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Playground, Public Transit, Schools, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637516569604830000/reb16/highres/0/40081110_1.jpg"
"40081153","UPTOWN!! UPTOWN!! UPTOWN!! Attention anyone that desires to be in the heart of the city, WELCOME to 57 Peppler St. This recently renovated & upgraded home is in the heart of uptown Waterloo, 5 min walk to city center & all it's amenities. This charming, tastefully renovated 3 bedroom & 2 full bath home is perfect for anyone that likes to enjoy city life & wants to be close to the best of what uptown Waterloo has to offer. This is a great property for those who love to entertain, those who love to be comfy at home & those who want more than just an average home! With minimal maintenance & trendy finishes, this house is ready to be your home! Don't miss the fantastic backyard, a perfect spot to work from home, unwind after a long day or a great spot to start your night out on the town. (63026560)","2","3 + 0","975.0000","House",,"57 PEPPLER Street|Waterloo, Ontario N2J3C7","-80.52002658","43.4685526","N2J3C7",,"$699,000 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer",,"Full (Finished)","(Natural gas)","under 1/2 acre","Park, Public Transit, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637516550912100000/reb20/highres/3/40081153_1.jpg"
"40082922","Welcome to 232 Auburn Drive. Enjoy this peaceful backyard with no rear neighbours! This immaculate three bedroom three bathroom detached home features hardwood floors throughout. Granite countertops in kitchen. Three generous size bedrooms. Family friendly neighbourhood. Fully fenced backyard backing onto park. Gas line for BBQ. This home has been very well cared for. Roof 2018. Basement ready for your finishing touches with 3-piece bathroom recently complete. Close to expressway, Grand River, trails, shopping, restaurants, dog park and more. This one wont last long! (63028305)","3","3 + 0",,"House",,"232 AUBURN Drive|Waterloo, Ontario N2K3T3","-80.48949937","43.48872608","N2K3T3",,"$699,900 ","Single Family","2","Freehold","Dishwasher, Refrigerator, Stove, Wine Fridge",,"Full (Partially finished)","Forced air, (Natural gas)","under 1/2 acre","Playground, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637517592650830000/reb16/highres/2/40082922_1.jpg"
"X5156623","Move In Ready, Fully Finished 3 Bed/ 4 Bath Home In Waterloo's Clair Hills. Hardwood And Ceramic,. Updated Kitchen, Granite Tops, & Stainless Appliances. Formal Living & Dining With Sliders To Composite Sundeck & Power Awning. Large Privacy Fenced Rear Yard. Upper Level Features Generous Master Suite With Double Closets & Full 4Pc Ens. Upper Floor Includes Laundry Room,1776 Sq. Ft Beautiful Interior Space, Playground Around The Corner, Access To Everything.**** EXTRAS **** Refrigerator, Stove, Dishwasher, Washer & Dryer + Garage Door Opener Included (28101380)","10","3",,"House",,"#B -711 KARLSFELD RD|Waterloo, Ontario N2T2W4","-80.5786679","43.457337","N2T2W4",,"$688,000 ","Single Family","2","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","25.14 x 114.46 FT ; Lane At Rear",,"$3,008.89",,"https://cdn.realtor.ca/listing/TS637516870395870000/reb86/highres/3/x5156623_1.jpg"
"40081665","WELCOME TO 345 THORNCREST DR.  Pride of ownership is evident throughout this spacious well-maintained 5 level side split, located in sought after Lakeshore Village in west Waterloo.  This beautiful property is located on a quiet cul-de-sac surrounded by mature trees.  Large open foyer with closet (s) to welcome your guests.  3 bedrooms/ 2 full bath, one of which is a cheater en-suite to the Master Bedroom.  2 Separate walkouts to your private backyard with a deck that includes a roll out awning as well as a shed.  Relax or entertain in your gorgeous four-season sunroom with a walk out to the patio.  Large windows throughout the home offers an abundance of natural light.  Cold room as well as a workbench in the utility room with lots of storage throughout the home.  Currently, this home has a pottery studio with a kiln (negotiable) in the lower level which can easily be converted into a hobby, games room, play room, or home office (s).  Friends and family will love the eat-in Kitchen and separate dining room with a walkout to the deck.  Garage includes a separate door to the home as well as a door to the side/back yard. Double driveway allows parking for 4 additional vehicles. Minutes to the expressway/401. St. Jacobs Farmers Market, Tech Town, University of Waterloo, Laurier University, LRT station, Laurel Creek Conservation, YMCA, Shopping Community Centre, 2 Libraries, Walking Trails and much more! Don't miss out on this rare opportunity to be the third owners of this beautiful Lakeshore Village Property! (63025456)","2","3 + 0","2122.0000","House",,"345 THORNCREST Drive|Waterloo, Ontario N2L5R6","-80.55870057","43.4847415","N2L5R6",,"$700,000 ","Single Family",,"Freehold","Central Vacuum, Water softener, Microwave Built-in, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Playground, Public Transit, Schools, Shopping, Ski area",,"RESIDENTIAL","https://cdn.realtor.ca/listing/TS637516182534270000/reb16/highres/5/40081665_1.jpg"
"X5155936","Great Investment Opportunity In Central Waterloo. This Property Has 5 Licensed Bedrooms Above Ground With Transit At The Door. Close Walking Distance To Wilfrid Laurier, Conestoga College And Transit For University Of Waterloo.**** EXTRAS **** 2 Fridges, Stove, Microwave, Washer & Dryer, All Existing Furniture Seen In Pictures. New Roof, New Ac, New Furnace, (28098834)","2","5",,"House",,"148A WEBER ST N|Waterloo, Ontario N2J3H1","-80.515532","43.4733998","N2J3H1",,"$599,000 ","Single Family",,"Freehold",,,"N/A (Finished)","Forced air (Natural gas)","30.03 x 133.85 FT ; Irregular",,"$3,200",,"https://cdn.realtor.ca/listing/TS637515995291800000/reb86/highres/6/x5155936_1.jpg"
"40081863","Move in condition fully finished 3 bed/ 4 bath tastefully decorated home in Clair Hills. Hardwood and ceramic thru main floor. Updated Kitchen with granite tops, under mount sink and stainless steel appliances. Formal living and dining with sliders out to a composite sundeck with power awning. Large privacy fenced rear yard. Upper level features a generous master suite with double closets and full 4pc ensuite. Upper floor also features a laundry room and two additional bedrooms plus a family full bath. The finished basement features a 2pc bath, gas fireplace and lots of room for family. All three levels finished, 1776sq. ft interior space on three floors (63024470)","4","3 + 0",,"House",,"711 KARLSFELD Road Unit# B|Waterloo, Ontario N2T2W4","-80.57788469","43.45736818","N2T2W4",,"$688,000 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Hood Fan",,"Full (Finished)","Forced air, Hot water radiator heat, (Natural gas)","under 1/2 acre","Place of Worship, Playground, Public Transit, Schools, Shopping",,"res","https://cdn.realtor.ca/listing/TS637516584697030000/reb16/highres/3/40081863_1.jpg"
"X5154909","Beautiful Hardwood (2018), And Clean Tile Work (2019) Through The Main Floor Are Just The Beginning. The Kitchen Backsplash, Imported From Italy, Is Rare, Adds A Special Touch, And Perfectly Compliments The Custom Built Kitchen Cabinets (2020). Stainless Steel Appliances And A Gas Range Make This Kitchen A Place Of True Enjoyment.**** EXTRAS **** The Kitchen Features Direct Access To The Deck, Which Has High Quality, Solid Oak Tiles Which Were Installed In The Summer Of 2020. The Deck Furniture Is Included In The Purchase Of This Home. (28095505)","3","3 + 1",,"House",,"124 SUNPOINT CRES|Waterloo, Ontario N2V1T7","-80.567259","43.4935704","N2V1T7",,"$600,000 ","Single Family","3","Freehold",,,"Full (Finished)","Forced air (Natural gas)","49.57 x 108.27 FT",,"$3,764",,"https://cdn.realtor.ca/listing/TS637515852096900000/reb86/highres/9/x5154909_1.jpg"
"40081975","Tucked away on a quiet Westmount cul-de-sac, this spacious, unique 4+1 bedroom bungaloft is sure to appeal to a family or investors looking for an income property (R3 zoning). The main level has an eat-in kitchen, separate dining room, and large living room, providing generous main floor family space, while the lower level offers a kitchen with eat-up bar, large living room, spacious bedroom, and a 3 pc. bath- perfect for older children or in-laws. In addition, there's a 2nd floor bonus room, which could be used as a bedroom, office, or playroom! Located on a corner lot, this home has a double garage, beautiful perennial gardens, and a wired shed. Updates include roof (2017), furnace (2016), gas water heater (2020), and most windows, and is ready for your decorating touches. You'll love living within walking distance to Westmount school and Belmont Village! (63021492)","2","4 + 1","1567.0000","House",,"184 BRANDON Avenue|Kitchener, Ontario N2M2J6","-80.52155021","43.44737321","N2M2J6",,"$699,900 ","Single Family","4","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer",,"Full (Finished)","Forced air, Stove, Hot water radiator heat, (Natural gas)","under 1/2 acre","Schools",,"R3","https://cdn.realtor.ca/listing/TS637515753810900000/reb16/highres/5/40081975_1.jpg"
"40078982","Steps to Westmount Golf & Country Club, Belmont Village, Catalyst137 and the LRT; enjoy your urban lifestyle in this sprawling bungalow with in-law potential!  The large covered front porch welcomes guests and is the perfect place to relax and take in the streetscape. Solid hardwood flooring through out the main floor including bedrooms, living area and kitchen/dining area. Updated eat-in kit features a large peninsula, rich dark shaker cabinetry, tile backsplash, wall pantry & S.S. appliances. The oversized walkout to fully fenced yard with shed, allows for an abundance of light to illuminate the main level. The dining area is large enough to fit an oversized table; perfect for hosting dining parties with family and friends. The mature trees and large yard offer privacy and solitude from the daily stresses of life. The living room boasts a feature wall w/fireplace & built-in shelving. The large bay window adds more natural light here. The primary bedroom features a full 3pc ensuite bath! Two more bedrooms & the updated 4pc main bathroom are nearby. The main floor laundry doubles as a mudroom w/access to the garage & exterior of the house. Here you will find plenty of room to store messy outer wear and the potential to close off for separate entrance to the basement (in-law suite potential!) The lower level offers a rec room, wood burning fireplace, sound-proof music room, framed R/I for 3 pc bathroom, storage and shop/hobby room! Other features include updated windows/doors, Roof 2019, 200 amp service, double wide & long concrete driveway and single car garage. (63018078)","2","3 + 0",,"House",,"29 INWOOD Drive|Kitchener, Ontario N2M2Y9","-80.52776769","43.44621505","N2M2Y9",,"$700,000 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Water softener, Washer, Microwave Built-in, Gas stove(s), Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Public Transit",,"Residential","https://cdn.realtor.ca/listing/TS637515687474400000/reb16/highres/2/40078982_1.jpg"
"40078924","Welcome to 124 Sunpoint Crescent! This home is truly one of a kind! Bursting with character and unique finishes, it needs to be seen to be fully appreciated. Beautiful hardwood (2018), and clean tile work (2019) through the main floor are just the beginning. The kitchen backsplash, imported from Italy, is rare, adds a special touch, and perfectly compliments the custom built kitchen cabinets (2020). Stainless steel appliances and a gas range make this kitchen a place of true enjoyment. The large windows bounce sunlight beautifully off of the imported light fixtures - straight from France and carefully chosen, they boast authentic French crystals. The kitchen features direct access to the deck, which has high quality, solid oak tiles which were installed in the summer of 2020. The outdoor enjoyment does not end there - the deck furniture is included in the purchase of this home - walk in and enjoy! Upstairs, The bedrooms are well laid out, bright, and spacious! The basement is fully finished, with a charming natural gas fireplace, perfect for cozy relaxation. The furnace has been recently replaced, as well as the AC (2020). The windows were redone in 2018. All in all, this home is a great opportunity, book your showing today! (63017294)","3","3 + 1",,"House",,"124 SUNPOINT Crescent|Waterloo, Ontario N2V1T7","-80.567264","43.493574","N2V1T7",,"$600,000 ","Single Family","3","Freehold","Dryer, Refrigerator, Stove, Water softener, Washer, Microwave Built-in",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre",,,"Residential","https://cdn.realtor.ca/listing/TS637515660726830000/reb16/highres/4/40078924_1.jpg"
"X5153905","Semi-Detached Back Split Home In Upper Beechwood. Fantastic Location With Costco 1.5Km And The Boardwalk 2Km Away! Located Only 3Km The University Of Waterloo.  Home Is Completed With Modern Finishes, Neutral Colours, And Is Carpet-Free. Open Kitchen Features Sliding Doors That Walk Out To The Deck And Backyard, Spacious Fully Fenced Yard With Mature Greenery. Unspoiled Basement Is Ready For Your Imagination. (28090713)","2","4",,"House",,"#B -635 RUMMELHARDT DR|Waterloo, Ontario N2T2K4","-80.571145","43.449522","N2T2K4",,"$575,000 ","Single Family","2","Freehold",,,"Full (Finished)","Forced air (Natural gas)","29 FT",,"$3,138.31",,"https://cdn.realtor.ca/listing/TS637515131163600000/reb86/highres/5/x5153905_1.jpg"
"40080524","Attention First Time Buyers & Investors! Fantastic semi-detached back split home in Upper Beechwood Community features a 1 car garage and spacious driveway. Enjoy this fantastic location with Costco 1.5km and The Boardwalk 2km away! Conveniently located just a short bus ride to University of Waterloo and Wilfrid Laurier University. This 4 bed and 2 bath home is completed with modern finishes, presented in neutral colour Palette , and is carpet-free! Large double closet is conveniently located by the front door and direct access to the Garage, Open to the Living and Dining room combo This bright and spacious home has been upgraded with stone counters in the Kitchen and family bathroom. The open Kitchen features a chic glass backsplash and sliding doors to walk out to the deck and backyard. The gracious family room sets a welcoming mood and a large dedicated space for you to entertain in style or hang out as a family.   The deck will be a place for lazy summer evenings and get togethers with family and friends and the spacious mature fully fenced yard is ideal for kids to play or dogs to run.. An unspoiled basement is ready for your imagination. This house is move-in ready! (63016433)","2","3 + 1","1360.0000","House",,"635 RUMMELHARDT Drive Unit# B|Waterloo, Ontario N2T2K4","-80.5712404","43.44956587","N2T2K4",,"$575,000 ","Single Family",,"Freehold","Dryer, Refrigerator, Stove, Washer",,"Full (Unfinished)","Forced air","under 1/2 acre","Public Transit, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637515034086230000/reb16/highres/4/40080524_1.jpg"
"H4100211","Outstanding Semi-detached Home, stylishly decorated, meticulously maintained and updated throughout. Beautiful kitchen with stainless steel appliances leads to open concept dining area and living room. Carpet free. Main floor powder room. The bright living room with cozy gas fireplace overlooks the lovely fenced backyard with no rear neighbors and covered sitting area. Perfect private outdoor space for entertaining or to enjoy a morning coffee protected from the elements. Charming Shed for storage with electricity. The second level leads to three generous sized bedrooms including a spacious Master bedroom and the sleek main bathroom. The bonus lower level is finished with a great space for a home office, home gym and or family room. Lovely family neighbourhood with parks steps away. Quick easy access to the highway. Move in ready! (27034347)","2","3","1188.0000","House",,"B 434 Dunvegan Drive|Waterloo, Ontario N2K2C7","-80.508419","43.493491","N2K2C7",,"$589,900 ","Single Family","2","Freehold","Dishwasher, Dryer, Microwave, Refrigerator, Stove",,"Full (Partially finished)","Forced air (Natural gas)","29.99 x 120|under 1/2 acre","Schools","$2,653","R4","https://cdn.realtor.ca/listing/TS637515869710230000/reb14/highres/1/h4100211_1.jpg"
